epoch #,Training loss (MSE),Validation loss (MSE)
0,0.00852570988412932,0.0006680009146843669
1,0.0006380675768465266,0.0006617980410864707
2,0.000632231879542589,0.0006692390279102594
3,0.0006307083254232425,0.0006481434973931417
4,0.0006236167642641668,0.0006565232529727265
5,0.0006253273610762039,0.0006408228501704586
6,0.000617228032364113,0.0006337075668175943
7,0.0006114945158564537,0.0006394196656359316
8,0.0006075803818571013,0.0006292021898336189
9,0.0006025064204162521,0.0006212270149262622
10,0.0005949661513797707,0.0006120580939581444
11,0.0005885294466207252,0.0006078115359170709
12,0.0005845488141139232,0.0005989610262859483
13,0.0005722074889011191,0.0005960276728728786
14,0.0005586057266061621,0.0005727709501137047
15,0.0005481718367059506,0.0005618053347652041
16,0.0005355837576221242,0.0005430627758425205
17,0.0005159209418298258,0.000526285131000318
18,0.000497817231140049,0.0005145296763065596
19,0.00047955044153572397,0.00048203778136413284
20,0.00045323741338901627,0.00046710952416571333
21,0.0004259802310821391,0.00042848179436987265
22,0.00040126296000324134,0.0004037480007418496
23,0.0003723585766978389,0.0003833929831121485
24,0.00034517281663481346,0.00034489423414925114
25,0.0003254040129831992,0.0003257227525674077
26,0.0002983170634590436,0.00030392658010769505
27,0.0002805391604048308,0.00027970601966994445
28,0.0002604097046468826,0.0002614933997731071
29,0.0002468895211332124,0.00024929362244979845
30,0.00023281321869423078,0.0002350854650166882
31,0.0002247441230863405,0.00022577909159820613
32,0.00021551363587527458,0.00021625492900480018
33,0.0002103299632363469,0.00021216483119344554
34,0.0002058436788614955,0.00020624576826839774
35,0.00020158156592853713,0.00022179538453116928
36,0.00020047090033903112,0.00020231008329997272
37,0.00019342716704998092,0.00019460851076156507
38,0.00019081729119499178,0.00019549293901099889
39,0.0001908952599055632,0.00019510884073476286
40,0.00018872573168347265,0.00019477370897643702
41,0.00019095124956130144,0.0001905423975522565
42,0.00018757731737677267,0.00018867792001232332
43,0.00019051582537151065,0.00019414044732531143
44,0.0001841778630055054,0.00019057708911511095
45,0.00018580207383926136,0.00018430115393806943
46,0.00018405289390997946,0.00018902555369328014
47,0.00018254743100237824,0.00018267503744641016
48,0.0001839894844244357,0.00018571952532511204
49,0.0001814747580043726,0.00018157534325646973
50,0.00017999684663269264,0.00018187658448411194
51,0.00018284380776165127,0.000181690069067097
52,0.00018003210854037962,0.00018194653736806454
53,0.0001787555038743082,0.00018007973903454407
54,0.00018031455677042376,0.00018222525683339946
55,0.00018320756356589237,0.00018432410149618465
56,0.00018066282983320627,0.00018321126753594293
57,0.00017914642669421136,0.0001860281283666683
58,0.00018041316918891587,0.00018005580329985985
59,0.0001792362207987223,0.00018257615170008394
60,0.00018033029070726862,0.00018057363584291105
61,0.00017619471340043138,0.00017860125287349313
62,0.00017695916386126258,0.00019410578950259532
63,0.00017971500579282178,0.000184202492968071
64,0.00017762812997878694,0.00017962567718038985
65,0.00017731452166498096,0.00019149006625940633
66,0.00017972206595342954,0.00017970968552236986
67,0.000177234532866562,0.0001795800008505128
68,0.0001760116901272157,0.0001769228958860473
69,0.00017683520141985383,0.00017976192703340635
70,0.00017608876289103122,0.0001798711232516135
71,0.00017864039922882118,0.0001804073555070127
72,0.00017684754385800612,0.00018582774629426557
