epoch #,Training loss,Validation loss,epoch_time (seconds)
0,0.2463688815723766,0.23360669272286552,7
1,0.24159542430530895,0.2291458189117242,8
2,0.23698821848089044,0.22474107351362335,8
3,0.232341027693315,0.22039275198989774,10
4,0.22787874221801757,0.21609993976095448,6
5,0.22351220564408736,0.21185920596863173,6
6,0.2189320755004883,0.20766451154436383,7
7,0.21468673706054686,0.20351684001661977,7
8,0.21029251445423472,0.19941114461199838,7
9,0.20615415573120116,0.19534536183991047,10
10,0.2018970350785689,0.19131681027619735,6
11,0.1977542287653143,0.18732673194837868,5
12,0.1935782172463157,0.18337269208446053,7
13,0.18928564071655274,0.1794526241136634,7
14,0.1853828898343173,0.17556931323886657,5
15,0.18128860473632813,0.1717212364244165,4
16,0.17731816378506748,0.16790649722081533,4
17,0.1734882198680531,0.16413163795234254,4
18,0.16943485086614435,0.16038786112151532,4
19,0.16545759547840466,0.15668493614433715,6
20,0.16167220722545278,0.15301943713833827,5
21,0.15789607134732334,0.14939467744057222,5
22,0.15404578295621005,0.1458099223071744,6
23,0.15051343050870028,0.14226830713497185,7
24,0.14675111944025213,0.13876835935604498,5
25,0.14315189534967596,0.1353126880100795,5
26,0.13953512365167792,0.1319031380126195,5
27,0.13596892963756216,0.12854097615117613,6
28,0.13229703643105248,0.12522490400705277,6
29,0.12904604825106533,0.12196206181686117,5
30,0.12583496353842996,0.1187513652351332,5
31,0.12242760051380504,0.11558714161748472,5
32,0.1191029487956654,0.11247720623608702,6
33,0.11581375035372647,0.10942175776321696,9
34,0.11258111606944692,0.10642105765964674,8
35,0.10955801963806153,0.10347939035166864,6
36,0.10659887400540438,0.10059325437368073,5
37,0.10359620527787643,0.09776357792919467,6
38,0.10060683597217907,0.09499192599184024,5
39,0.09774973956021396,0.09227887763740113,6
40,0.09507380138744008,0.08962633061853255,5
41,0.09223021854053844,0.08703112845095048,5
42,0.08960033416748046,0.0844969812239179,6
43,0.08692970796064897,0.08202079287226896,4
44,0.08436513727361505,0.07960515170363906,5
45,0.08192613688382236,0.07725026954034842,4
46,0.07954326629638672,0.07495390092364008,6
47,0.07711403499950062,0.07271560668945312,7
48,0.0748243184523149,0.07053769792829241,6
49,0.07259466864845969,0.06841703136515173,5
50,0.07033896446228027,0.06635375869940527,11
51,0.06826850631020286,0.06434972484659704,7
52,0.06613757306879217,0.06240133149283273,5
53,0.06417530363256281,0.06051130940455087,5
54,0.062292193932966755,0.05867426795248659,5
55,0.06034637884660201,0.05689064256893182,7
56,0.05853061676025391,0.05516209756365474,5
57,0.05667213569987904,0.05348424194762425,6
58,0.05501808860085227,0.051858343159930306,6
59,0.05328381538391113,0.050284014044341095,5
60,0.05168488935990767,0.04875920893983071,5
61,0.050142431692643596,0.04728233444024317,7
62,0.0486006008494984,0.04585114070347377,5
63,0.04711412993344394,0.04446778617290236,5
64,0.04574873100627552,0.043129104531329614,6
65,0.04436926624991677,0.041833780122839885,5
66,0.043016152381896974,0.0405809037581734,6
67,0.041702524098483,0.03936936923435756,7
68,0.04051935629411177,0.03819835106038159,7
69,0.03926319859244607,0.03706511728511834,6
70,0.03813889806920832,0.035972607209815745,4
71,0.037007746696472166,0.0349144526890346,4
72,0.0359652718630704,0.033892401079213395,4
73,0.03485988356850364,0.032904659294934004,4
74,0.03383319854736328,0.03195071264823771,4
75,0.03291217067024924,0.031030372536700705,5
76,0.03196480555967851,0.030139887140404362,4
77,0.030991391051899304,0.02927943973067384,4
78,0.0301481877673756,0.02844929247909451,6
79,0.029281509139321066,0.02764699657511267,8
80,0.028466605923392556,0.026872566146139774,7
81,0.027659210725264116,0.026123614577773194,7
82,0.026883245381441982,0.025400939846631162,6
83,0.02617157372561368,0.02470135457767463,6
84,0.02544197971170599,0.024025717314726077,5
85,0.02475097807970914,0.023373754365103586,7
86,0.024085166887803513,0.02274397014831164,9
87,0.0234123047915372,0.022135165700260896,8
88,0.022807403911243786,0.02154765774744638,9
89,0.022210393818941982,0.0209794332966301,6
90,0.021645565899935635,0.020430010446110126,5
91,0.02106904615055431,0.019899049486432757,6
92,0.020548587278886275,0.01938600460194653,9
93,0.019994029131802645,0.018889314432321867,5
94,0.019502208666367964,0.018409234203907273,5
95,0.018970830007032913,0.017944463054585903,5
96,0.018515522263266825,0.017495116698815955,5
97,0.01807118069041859,0.01706110127964375,6
98,0.017630489739504727,0.01664066898156397,9
99,0.01718388405713168,0.016233705067486497,6
100,0.016772588166323574,0.015840075475088557,5
101,0.016378808238289574,0.015459281820688188,4
102,0.015956565683538263,0.015090413656293976,7
103,0.015592743049968372,0.014733463192578428,6
104,0.015252159508791836,0.014388538502758334,6
105,0.014857466654344039,0.014053584581576519,8
106,0.014534553289413452,0.013729166303362164,7
107,0.014220593083988537,0.013414388087965686,5
108,0.013861161795529452,0.013110654013497489,6
109,0.013552071072838524,0.012815486970155136,5
110,0.013280772512609309,0.012529688296110734,6
111,0.012994401454925537,0.01225207117033301,5
112,0.012700971906835383,0.011982965173188203,5
113,0.012411550825292415,0.011721411476964537,8
114,0.012150678851387717,0.011467753567310593,5
115,0.011897172819484363,0.011222257110643091,6
116,0.011643943244760686,0.010983972282883543,8
117,0.01139526670629328,0.010752398153269513,7
118,0.011139569716020065,0.01052757563798324,9
119,0.010924824909730391,0.010309390281298146,6
120,0.010668638186021285,0.010097175740307163,5
121,0.010494060191241177,0.009891976628984724,5
122,0.010250073562968861,0.00969220134782495,5
123,0.010066033601760864,0.00949812354508394,5
124,0.009855058735067194,0.009309459295332062,5
125,0.009681060097434304,0.009126019092820447,5
126,0.009484157779000022,0.00894769831473783,8
127,0.009317528768019242,0.008774344661961432,5
128,0.009130919846621427,0.00860554860245367,5
129,0.00892752539027821,0.008441423422061138,5
130,0.008785045146942139,0.008281606435775756,5
131,0.008614987460049716,0.008126334677571836,5
132,0.008458070375702597,0.007975227951263049,5
133,0.00828893314708363,0.007828030630668498,5
134,0.00815871011127125,0.007684876163553747,6
135,0.008009075359864668,0.007545532995129224,5
136,0.007846857526085594,0.007410091924371186,5
137,0.007714253555644642,0.007277960236768545,5
138,0.007581840536811135,0.007149473784132773,7
139,0.007464903051202947,0.0070243726976169565,5
140,0.007327998117967085,0.006901923018212644,5
141,0.007192607196894559,0.006782922056150733,5
142,0.007086613286625255,0.006667110260969364,5
143,0.00695301050489599,0.006554111412593297,5
144,0.006850894039327448,0.006443894820183701,5
145,0.006722591302611611,0.006336167710168021,5
146,0.006623591022057966,0.006231179118896864,5
147,0.006521263285116716,0.006128712840702223,6
148,0.006400235728784041,0.006028662838550828,7
149,0.006297567811879245,0.005931115298537734,10
150,0.00620397074656053,0.005835832224129149,8
151,0.006097040718252009,0.005743039202245866,7
152,0.00601593781601299,0.005652372266935266,6
153,0.005926641117442738,0.005563777492653509,6
154,0.005816930261525241,0.0054771895882505806,5
155,0.005750574957240712,0.005392536857853765,6
156,0.00564925573088906,0.005310085027114205,5
157,0.005554035847837275,0.005229464517617077,6
158,0.005485337539152666,0.005150760545493653,5
159,0.005401930212974549,0.005073668608754318,7
160,0.005320572636344216,0.004998583038401159,5
161,0.0052439804510636765,0.004924986369861579,5
162,0.005168676322156732,0.004853087604416083,5
163,0.005107298818501559,0.004782701871409919,6
164,0.0050245461680672385,0.0047139595976527435,6
165,0.004952348687432029,0.004646666161021831,13
166,0.004881490848281167,0.004580952884247584,6
167,0.004827518896623091,0.004516507964696943,5
168,0.004749892354011536,0.004453535812982121,6
169,0.004683259888128801,0.004391682458960492,5
170,0.00462637413631786,0.004331494747481731,5
171,0.0045668856122277,0.00427244824652346,7
172,0.004508566043593667,0.004214662428228011,6
173,0.004444152983752164,0.004158093962610138,6
174,0.004383397860960527,0.004102911941753411,5
175,0.004336998706514185,0.004048654644385628,5
176,0.004265312227335843,0.0039956465752228445,5
177,0.004230507476763292,0.003943612919831128,6
178,0.004174376211383126,0.003892719490187509,5
179,0.004098019762472673,0.003842780475290666,6
180,0.004054876159537923,0.0037938427147657973,5
181,0.0040131359479644085,0.003745796795217147,5
182,0.003955057940699837,0.003698891938102912,5
183,0.003911077217622237,0.0036529352798224976,7
184,0.0038707750764760103,0.0036076096792398774,5
185,0.003823851563713767,0.003563419943270476,5
186,0.003762984790585258,0.003519972759003965,5
187,0.003727954111315987,0.0034773546605376725,4
188,0.0036899406801570544,0.003435533217021397,5
189,0.003651771978898482,0.00339464731468177,4
190,0.003609475954012437,0.003354468364152849,5
191,0.003562436726960269,0.003315075395270164,6
192,0.00352734083479101,0.003276480617730514,5
193,0.00348995103077455,0.003238707010790428,5
194,0.0034419487552209333,0.0032016108161914423,6
195,0.0033911990306594157,0.0031651134705691602,5
196,0.003364984393119812,0.003129187818639767,5
197,0.0033356034755706787,0.003094126993084546,5
198,0.003289466229352084,0.0030594772729814423,5
199,0.0032600656964562155,0.0030255513605864153,6
200,0.0032193412293087353,0.0029922857936124625,5
201,0.0031956809759140013,0.0029596180205019363,6
202,0.0031526916135441174,0.0029277315087940384,5
203,0.0031216835162856363,0.002896242848834636,5
